Serial No,Primary,Secondary,Tertiary,Source,Photographer,Receptacle,Lining,Image Name
1,Wet,NA,NA,House,Manu,Bin,Newspaper,401.jpg
2,Wet,NA,NA,House,Manu,Bin,Newspaper,402.jpg
3,Wet,NA,NA,House,Manu,Bin,Brown Paper,405.jpg
4,Wet,NA,NA,House,Manu,Bin,None,409.jpg
5,Wet,NA,Dry,House,Manu,None,Newspaper,410 - Tofee Wrappers.jpg
6,Wet,Dry,NA,House,Manu,Bin,None,411 - Tofee Wrappers.jpg
7,Wet,NA,NA,House,Manu,Bin,None,502 - Polythene bad inside the top cover.jpg
8,Wet,NA,NA,House,Manu,None,Plastic,506 - Organic Waster in polythene lining.jpg
9,Dry,Wet,NA,House,Manu,Bin,Newspaper,506 - Rejects mixed with Green.jpg
10,Wet,NA,NA,House,Manu,Bin,Plastic,507 - Polytene lining inside the green bucket.jpg
11,Wet,NA,Dry,House,Manu,Bin,Newspaper,604 - Little Plastic in Green.jpg
12,Wet,NA,NA,House,Manu,Bin,Brown Paper,606.jpg
13,Wet,NA,NA,House,Manu,Bin,Newspaper,608.jpg
14,Dry,Reject,Wet,House,Manu,Bin,Newspaper,608 - Pads to be wrapped in Paper.jpg
15,Wet,NA,Dry,House,Manu,Bin,Newspaper,609.jpg
16,Wet,NA,NA,House,Manu,Bin,Newspaper,610 - little plastic.jpg
17,Wet,NA,NA,House,Manu,Bin,Newspaper,612.jpg
18,Wet,NA,NA,House,Manu,Bin,None,702.jpg
19,Wet,NA,NA,House,Manu,Bin,Newspaper,708.jpg
20,Wet,NA,NA,House,Manu,Bin,Plastic,709 - Clean put in plastic.jpg
21,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180130_084508.jpg
22,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180130_084511.jpg
23,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180130_084517.jpg
24,Wet,NA,Dry,House,Manu,Bin,None,IMG_20180130_084534.jpg
25,Wet,Garden,Reject,House,Manu,Bin,None,IMG_20180130_084535.jpg
26,Wet,NA,Garden,House,Manu,Bin,None,IMG_20180130_084539.jpg
27,Wet,NA,Garden,House,Manu,Bin,None,IMG_20180130_084541.jpg
28,Wet,NA,Garden,House,Manu,Bin,None,IMG_20180130_084545.jpg
29,Wet,NA,Garden,House,Manu,Bin,None,IMG_20180130_084547.jpg
30,Dry,NA,Wet,House,Manu,Basket,None,IMG_20180130_171729.jpg
31,Dry,NA,Wet,House,Manu,Basket,None,IMG_20180130_171732.jpg
32,Dry,NA,Wet,House,Manu,Basket,None,IMG_20180130_171736.jpg
33,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094214.jpg
34,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094218.jpg
35,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094222.jpg
36,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_094226.jpg
37,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_094228.jpg
38,Dry,NA,Wet,House,Manu,Bin,Newspaper,IMG_20180131_094233.jpg
39,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094258.jpg
40,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094301.jpg
41,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094307.jpg
42,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094315.jpg
43,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094319.jpg
44,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094328.jpg
45,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094343.jpg
46,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094349.jpg
47,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094353.jpg
48,Garden,NA,NA,House,Manu,Bin,None,IMG_20180131_094606.jpg
49,Garden,NA,NA,House,Manu,Bin,None,IMG_20180131_094610.jpg
50,Garden,NA,NA,House,Manu,Bin,None,IMG_20180131_094616.jpg
51,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094623.jpg
52,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094626.jpg
53,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094629.jpg
54,Wet,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_094638.jpg
55,Wet,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_094641.jpg
56,Wet,NA,NA,House,Manu,Bin,Plastic,IMG_20180131_094645.jpg
57,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_094658.jpg
58,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_094703.jpg
59,Wet,NA,NA,House,Manu,Bin,None,IMG_20180131_094707.jpg
60,Dry,NA,Wet,House,Manu,Bin,None,IMG_20180131_094709.jpg
61,Dry,NA,Wet,House,Manu,Bin,None,IMG_20180131_094715.jpg
62,Dry,NA,NA,House,Manu,Bin,None,IMG_20180131_094720.jpg
63,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094746.jpg
64,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094748.jpg
65,Wet,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094752.jpg
66,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094754.jpg
67,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094757.jpg
68,Dry,NA,NA,House,Manu,Bin,Newspaper,IMG_20180131_094800.jpg
69,Dry,NA,NA,House,Manu,Bin,Brown Paper,IMG_20180131_094804.jpg
70,Dry,NA,NA,House,Manu,Bin,Brown Paper,IMG_20180131_094807.jpg
71,Dry,NA,NA,House,Manu,Bin,Brown Paper,IMG_20180131_094811.jpg
